name,location,diff,tier,type,server,links,finder,prover,extra
Dizzy Cheese,Luncheon Kingdom,0.5/10,Beginner,,Database,https://drive.google.com/file/d/1d-oVpM0WAt2tDs9irTY6gQxQ3zoGGip2/preview,Firefox,Firefox,
Flower Power,Lake Kingdom,0.5/10,Beginner,Any,SMO Trickjumping Server,https://drive.google.com/file/d/1oZajoYFqVx1X3tb3rf8Xl1SZinRGlFB2/preview,ColeTheCow,ColeTheCow,All tech is allowed
True Pregnant,Luncheon Kingdom,0.5/10,Beginner,,Database,https://drive.google.com/file/d/1OAAMmHmQNtqiaCCh9ADXcPNnt5nDb1t_/preview,Gummy,Shaggy,
Fuzziless,Lake Kingdom,0.5/10,Beginner,"Entity Bounce, Spinless",Database,https://drive.google.com/file/d/12WTscaPAdqsD5sFENWFyLrzAC42dfti8/preview,,,
Pillars Of Ash,Ruined Kingdom,0.5/10,Beginner,"Sky Dram, Spinless",Database,https://drive.google.com/file/d/1ChLSEh4FIraMWt1O5ynPR-Z2V-FLdFp9/preview,pndaMobby,pndaMobby,
Tower Top Topple,Metro Kingdom,0.5/10,Beginner,,Database,https://drive.google.com/file/d/1_b_SRaJkiUikZMyNN6DwBA6UQgane6FB/preview,,,
Meme Tree,Lost Kingdom,0.5/10,Beginner,Any,SMO Trickjumping Server,https://drive.google.com/file/d/1qWxAxGt-DJ477Y66CxkAtv5fPf6DAdzs/preview,Dram55,Dram55,You have to go on the upper platform
Pole Control,Sand Kingdom,0.5/10,Beginner,,Database,https://drive.google.com/file/d/10r8YxSG59dosZN5gHitVJk_8GOiaTkK3/preview,MightyOwl,MightyOwl,
Poor Goomba,Cascade Kingdom,0.5/10,Beginner,,Database,https://drive.google.com/file/d/1ljPC6YOVgpTaS_0DXKO71sqIaRRSZ4pq/preview,,,You need to destroy the first two blocks.
Party Escape,Metro Kingdom,0.5/10,Beginner,,Database,https://drive.google.com/file/d/1tUjuObZ5qGRJcVvf27h62uTg7n7ryDZT/preview,Mobby,Mobby,
Blob to Blob,Sand Kingdom,0.5/10,Beginner,,Database,https://drive.google.com/file/d/1d-cqr2Q8ZOmyHbk430AmdePyjz1bR9ma/preview,,,
1-Block Touch,Sand Kingdom,0.5/10,Beginner,,Database,https://drive.google.com/file/d/1BLyDiSFFSloHpLHgHmIL0KUG3xyroUdD/preview,,,
Bubble Exit,Lake Kingdom,0.5/10,Beginner,,Database,https://drive.google.com/file/d/13f3u2luOUsyYY5f2-BRkXRhHK94VKwNz/preview,GoomBayPacker,GoomBayPacker,
Cherry Roof,Mushroom Kingdom,0.5/10,Beginner,"Yellow Dram, TT",SMO Trickjumping Server,https://drive.google.com/file/d/1FoOFrYeFdC6RsooqOZku4V28ZxFPxmUt/preview,Mininonoy,,
Neighbourhood Bypass,Sand Kingdom,0.5/10,Beginner,Any,SMO Trickjumping Server,https://drive.google.com/file/d/1ZvTR6ZzcMI3NwXLHwM1asRPaXgHE09ez/preview,,,
Dark Side Impossible,Dark Side,0.5/10,Beginner,"Vault, ZG",SMO Trickjumping Server,https://drive.google.com/file/d/1sCik6kIsXApbPdvSMAVFzNY985uMUtJf/preview,,Steffen Ipabo,
Woashi's Exploshi,Mushroom Kingdom,0.5/10,Beginner,Entity Bounce,Database,https://drive.google.com/file/d/1KhXv9gJITMz2wczDGclXkjVKVQqD-AZs/preview,Speedy,Speedy,
Pepper Plummet,Luncheon Kingdom,0.5/10,Beginner,Triple,Database,https://drive.google.com/file/d/17TOmpvumIMDHVZObNIaClBAQ1sVGX_-5/preview,Totando,Totando,
Robotic Roundabout,Wooded Kingdom,0.5/10,Beginner,"Entity Bounce, Capless, Diveless",Database,https://drive.google.com/file/d/1DY5FAkUb27O05AymDTPq70iixYx8Hucf/preview,Speedy,Speedy,
CGAJ 2.0,Metro Kingdom,0.5/10,Beginner,Cap Return Jump,Database,https://drive.google.com/file/d/169QIhnJ4D7tr-4Uv_4z5S3pmcl_2Xzr2/preview,Speedy,Speedy,
frowning cat emoji mard dram,Luncheon Kingdom,0.5/10,Beginner,Yellow Dram,Database,https://drive.google.com/file/d/1Ed9xBV28XoSli3VcuMIkKFhvdzRZ7iJc/preview,,,
pepto porple,Luncheon Kingdom,0.5/10,Beginner,"Yellow Dram, TT",Database,https://drive.google.com/file/d/1cFV_dm6UG4BqqFoJdOrpOkRsdyoeaQLo/preview,Sam.Smo,Sam.Smo,
hedge hunch,Metro Kingdom,0.5/10,Beginner,Yellow Dram,Database,https://drive.google.com/file/d/15IAdfxnCy8gFZhPwEfgV050UqxM5T7qO/preview,,,
Salty Scarecrow,Luncheon Kingdom,0.5/10,Beginner,SSD,Database,https://drive.google.com/file/d/1ZXDHwECnokBWtf43c6rpwaFMUiw9gwfh/preview,RivaZ,RivaZ,
Reverse Bluey Bounce,Mushroom Kingdom,0.5/10,Beginner,Entity Bounce,Database,https://drive.google.com/file/d/1VqAvwC8h2U4ONlsizCLM9v7F2xERHgBi/preview,,,
Over the Bridge,Mushroom Kingdom,0.5/10,Beginner,"Triple, capless",Database,https://drive.google.com/file/d/1elrtO21AQm1BzDxmpU3_iCfZYqY76toD/preview,,,
City Scaffolding Overpass,Metro Kingdom,1/10,Beginner,Yellow Dram,Database,https://drive.google.com/file/d/1Muxn49--YA49Zy9rbu27u3VICmKdGAIH/preview,,,
Build Climber,Metro Kingdom,1/10,Beginner,"Vertical, SSD",Database,https://drive.google.com/file/d/1gcd4EmNi4jg59xcrwprYoRzpQN3XVDh9/preview,MobbyAshPlayz,MobbyAshPlayz,
Music in VR,Luncheon Kingdom,1/10,Beginner,"Vault, Spinless",Database,https://drive.google.com/file/d/17CiK-OVPbZEvzNkDC1J9YCdfsUHS5dA-/preview,Wezly,Wezly,
Button Vault,Lost Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1_HhH2O8rYSLzyrwTLJaWpilsgWz17nYE/preview,,,
Luminary Gardens,Mushroom Kingdom,1/10,Beginner,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/1Tya3zWireMiU7g4M-WzHynIGrevM6RtW/preview,Ninjapugs,Ninjapugs,
Bowser Beans,Bowser's Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1camcVvc3TSu_r0PNQ6UGWi5UxTOTVoUf/preview,jonathan32208,jonathan32208,
Building Scaler,Metro Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/12TLMuKHRduuY9h6l3vfGrnrZFJ90scgg/preview,Jupliin,Jupliin,
Trip to Toad,Lost Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1-0BtigjhFLwQS499hazJUNEhNzQNqhd-/preview,,,
Elevator Skip,Lake Kingdom,1/10,Beginner,"Vertical, Triple",Database,https://drive.google.com/file/d/17QruESodlLhpPovJw6aR9o5TyHxBc8cC/preview,,,
Flower Road Skip,Wooded Kingdom,1/10,Beginner,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/1NX8eDppEgxsAnMd20MQXgDy5Ny1ryajS/preview,,,
Lmfao,Metro Kingdom,1/10,Beginner,"Spin Jump, Spinless, CB-Less",Database,https://drive.google.com/file/d/12xjfi73qxpfPhIHt9-zQYFZ68_9MrHo5/preview,Mango,Mango,
Sand Step,Sand Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1gDV3wUryGtW0Cu5clo4WnybibeXzIbV7/preview,CToad7,CToad7,
Peach's Castle Crosser,Mushroom Kingdom,1/10,Beginner,"Vault, Spinless",Database,https://drive.google.com/file/d/1fEFGVfordUWhUk06T2jcW6RNxrQcBzIy/preview,Eaglegamer,Eaglegamer,
Lunar Torch,Luncheon Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1W5Zs9uH2OY9peWJ6S9lxJTpwNZklvL_F/preview,G3marchi,G3marchi,
Roadman Jump,Metro Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1OzBWCT-Isfjd0f9XZZOIvfBKv7GKZZhD/preview,,,You have to do a longjump and two walljumps!
True Dimensional Shift,Mushroom Kingdom,1/10,Beginner,2D,SMO Trickjumping Server,https://drive.google.com/file/d/1HxGU9R0rElQIi_WBXUPuUOa-jLdjAAML/preview,Colin Stick,Colin Stick,
Cap Skip,Cap Kingdom,1/10,Beginner,Longjump,Database,https://drive.google.com/file/d/1saefHHSEYDz5YBFlZL0NgjD1-q3VkXYs/preview,Jupiin,Jupiin,
Double Yoshi Exploshi,Mushroom Kingdom,1/10,Beginner,Entity Bounce,Database,https://drive.google.com/file/d/1b_CBTdyCLLQ3rwn6wieDbwvHN3d0YUUp/preview,Speedy,Speedy,
Nut Breaker,Wooded Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/13zkQgSwp4qXsqwOGQIXiMZ3Tm4S9f9ll/preview,AMD,AMD,
Wooden Blocks,Wooded Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1yC8FWZEwjT3SX6vz2Kvd2ImbLBJs3uas/preview,smoceany,smoceany,
Hurry Up,Bowser's Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1BRAyDSMy_Ya-zHXD9WE8o4pRhAqPhRiD/preview,IdentXd,IdentXd,"You have to be quick, otherwise the blocks get destroyed!"
Ice Climbers,Snow Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1f4ziQIix6NclLbtLIxZJQ9cP1t8UHnKe/preview,pndaMobby,pndaMobby,"Info: BU helps a lot (also not to be confused with unproven named ""ice climber"")"
Reverse Zipper Enthusiast,Lake Kingdom,1/10,Beginner,"Longjump, Simple Tech",Database,https://drive.google.com/file/d/1oG5Qva-YJPoWQdt47o8dyc9rKJ-mdhLO/preview,Firefox,Firefox,
Earthview,Moon Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1dpQ-Bng5wcWdHPLWxGW7CnI1vLe9pslq/preview,Eaglegamer,Eaglegamer,
Sand Wall,Sand Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1kZz85OvtGPjny9RjWQdo0qhNHfjy5Do3/preview,MobbyAshPlayz,MobbyAshPlayz,
Water Tower Triple,Metro Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1vRH2h7KBK_TsV0AsQTm1TeefPdI__6ct/preview,,,
Sheep Leap,Wooded Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1h7at9f--MxrXzdXk0qUy9TAxyTWd09VN/preview,MobbyAshPlayz,MobbyAshPlayz,
Legendary,Metro Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1gvauXfClDEtl8IfDMY5V8orOaC3bTisW/preview,JoniKauf,JoniKauf,
Frog Room,Cap Kingdom,1/10,Beginner,"Vertical, Capless",Database,https://drive.google.com/file/d/1p_QNUSN9jJ9XfFaw8_OueXKrJQmP-oOw/preview,b_yoshi,b_yoshi,
Goomba Bounce,Lake Kingdom,1/10,Beginner,Cap Return Jump,Database,https://drive.google.com/file/d/1lvzF6E07auD8d1MrpsU3yKpz7bepCfPg/preview,Ely,Ely,
Longjump,Mushroom Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1_z81Xy_-Qzs5UV0wWWixhhWYivShHf9I/preview,JoniKauf,JoniKauf,
Broken Arches,Ruined Kingdom,1/10,Beginner,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/1qpiROZ4tGGQBCyRPWTEFfyU03RYy-ziW/preview,HaarasB,HaarasB,
Beetle Bypass,Lost Kingdom,1/10,Beginner,"Vault, TT",SMO Trickjumping Server,https://drive.google.com/file/d/1acgJ_gHCMR018iWzuGqXU77Q8Vw4CLKY/preview,MineXeniM,MineXeniM,
Yro'ue,Luncheon Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1q0cGNGGFv1dtJQ5iXnPLc1UE7cltAyGu/preview,,,
Bowser Bruncheon,Bowser's Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1VdsP_5y67a3Xoc74nJnjWoqK9dPn4L0c/preview,,DGR,Bowser Bruncheon is easier with a ground pound roll than a roll cancel vector.
Fork Abuser,Luncheon Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1wVAYzpFhUqdeqoCDwqfMhy-izrGHel2Z/preview,Kali,Kali,
Oasis Escape,Sand Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1IGN_OtSywzi2IxlrasLtFuSIwyXJMj2n/preview,,,
Spiny Crosser,Bowser's Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1o8CFKSiCpaMV3MF1uTq9LvAPvAIv3H_O/preview,MobbyAshPlayz,MobbyAshPlayz,You can do note challenge to get it out of the way.
Lorak 2.0,Odyssey,1/10,Beginner,"Backflip, Capless",Database,https://drive.google.com/file/d/1Dnp_PaPX4Cuk774-WiCxav0G5pirzD67/preview,,YouClod7,
Snowy Truman,Lost Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1sBfQ811BqjMFVk65DrSF--8elF7TAUlj/preview,Belle,Belle,
Stewie Griffin,Luncheon Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1gbVlIMD8RGndzaNBg8Px_JMHPmZDyD5l/preview,A9,A9,
I Can Act Rather Silly Sometimes,Metro Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1o8uNsnb6HeRSsNBDJ8k4j02WlkrrwLpb/preview,JoniKauf,JoniKauf,
Cap Grind,Cap Kingdom,1/10,Beginner,Triple,Database,https://drive.google.com/file/d/1mQEQ8NVh32y4WwMl9aYeKEQh90E-uUP6/preview,wyT00bxred,wyT00bxred,
Outer City Frame Jump,Metro Kingdom,1/10,Beginner,,Database,https://drive.google.com/file/d/1hgXuKtsNgczWgbk2Ocq0hnYWtO1kT9G2/preview,Noobycheerman,Noobycheerman,
Hell Dram,Lost Kingdom,1/10,Beginner,"Vault, Hell Dram",Database,https://drive.google.com/file/d/1IEUXZkxXL9NZDIleVSk86pn790HDHXPF/preview,IdentXd,IdentXd,You have to downthrow for your CB for it to count!
Volcano Cuddle,Luncheon Kingdom,1/10,Beginner,Vault,Database,https://drive.google.com/file/d/1SKGX1ddc4wQshNl-7Mo6zsrpwKaj_Gjb/preview,,,
Hazardous Hedge Fund,Luncheon Kingdom,1/10,Beginner,Longjump,Database,https://drive.google.com/file/d/1f0VlJ4_Wh0j8c-IIxyfGXq5P0hWypdNC/preview,,,
Wooded Divine,Wooded Kingdom,1/10,Beginner,Vault,Database,https://drive.google.com/file/d/1BvHdkPgWR6LQWCtRo-n3RvCBlYd8imCh/preview,,,
Canyontop Course,Seaside Kingdom,1/10,Beginner,Vault,Database,https://drive.google.com/file/d/1uVDz_Wmntf4GxV_OEMHfm2rQnBBAW6XA/preview,SupaJay3,SupaJay3,
Sand Groundpound,Sand Kingdom,1/10,Beginner,"Vertical, Groundpound Jump, Capless",Database,https://drive.google.com/file/d/112s5APaDGcA_owEgPPUpIacNufG4FLep/preview,,,
Lost Places,Lost Kingdom,1/10,Beginner,"Roll Cancel Clip, RCV",Database,https://drive.google.com/file/d/14QTYwM4OV2m2Y81Cto9X-h-_ctJXKzc4/preview,dakrai,dakrai,
Green Flame Toad,Bowser's Kingdom,1/10,Beginner,Vault,Database,https://drive.google.com/file/d/1vijmUmJgFc5J3iPAQF_VSZbFCZ5uYOjb/preview,,,
Bouquet Trampler,Moon Kingdom,1/10,Beginner,"Single Jump, Capless",Database,https://drive.google.com/file/d/107h_WtnWihior48MdTZgVDnrwc2Sjily/preview,,,
Bro what is this Plant,Sand Kingdom,1/10,Beginner,"Groundpound Jump, Spinless, CB-Less",Database,https://drive.google.com/file/d/1E4FZV6qW-cc0_iz-78QD5VjFtB9c5m-3/preview,high_smo,high_smo,
Rocket Hop 3.0,Metro Kingdom,1/10,Beginner,"Slow Triple, Spinless, Final CT-less",Database,https://drive.google.com/file/d/1MjO_43bHq0j-LgNGfqeIRFOA1W6--JUG/preview,SupaJay3,SupaJay3,
Next Floor,Bowser's Kingdom,1/10,Beginner,"Vertical, Longjump, CB-Less",Database,https://drive.google.com/file/d/1Q-E0emuUuhkKRUSrAIxooHTpUK_tE2OF/preview,Polygon,Polygon,
Mini Shop Lifter,Sand Kingdom,1/10,Beginner,"Backflip, Capless",Database,https://drive.google.com/file/d/1c0DK3-9HGqbxI7P015-MD8-eGdQysymW/preview,,,
Water Fountain Boost,Seaside Kingdom,1/10,Beginner,"Single Jump, Spinless, CB-Less",Database,https://drive.google.com/file/d/1TDdnUaxreUsB2Z5XvfNq5aIqBwqdtEdS/preview,,,
Golden Canal of Lunch,Luncheon Kingdom,1/10,Beginner,Gold Dram,Database,https://drive.google.com/file/d/19xw11KFDX8yfLtUDNfuU8jgY_oHFMvi9/preview,Multi_smo,Multi_smo,
Pot Party,Luncheon Kingdom,1/10,Beginner,RCV,Database,https://drive.google.com/file/d/1mQy3mRX64MnPKWF1TIWXN66Qh8A2iipX/preview,Mr. MarioOdyssey,Mr. MarioOdyssey,
Laidback Launch,Metro Kingdom,1/10,Beginner,RCV,Database,https://drive.google.com/file/d/1ArT5YW1TCu5isfuNFNz4EF9V59pXnEKx/preview,Mr. MarioOdyssey,Mr. MarioOdyssey,
Rocket Gap,Wooded Kingdom,1/10,Beginner,Rocket Flower,Database,https://drive.google.com/file/d/1HJaIicacO2WcuvRsNkI8NwBwjKz4zR-8/preview,Mr. Mario Odyssey,Mr. Mario Odyssey,
Waaaaa,Luncheon Kingdom,1/10,Beginner,"Triple, Capless, Diveless",Database,https://drive.google.com/file/d/1a1ol4lzet2HfawRlKgS20AwFRGobwozG/preview,Flexblewings72,Flexblewings72,
Cool Capless Jump,Snow Kingdom,1/10,Beginner,"Single Jump, Capless",Database,https://drive.google.com/file/d/1Prg7gwg-o9Um7ws22oVctDIi-j7KIXyo/preview,,,
Water,Mushroom Kingdom,1/10,Beginner,"Single Jump, Capless",Database,https://drive.google.com/file/d/1SOjDI2_aH_D781xyrl3wscPf_2sn_BsI/preview,RivaZ,RivaZ,
Deep Woods Downfall,Wooded Kingdom,1/10,Beginner,Yellow Dram,Database,https://drive.google.com/file/d/1vDszx1ix4_fkIP3BWX5xwoexTn0dY2bw/preview,Tuwile,Tuwile,
Roof Shoot,Bowser's Kingdom,1.5/10,Beginner,Vault,Database,https://drive.google.com/file/d/1kUK6o0LRGuy3PEHJk4bbG71RNW3HmVlt/preview,Qazzy,Qazzy,
Ship To Ship 3.0,Cap Kingdom,1.5/10,Beginner,Sky Dram,Database,https://drive.google.com/file/d/1MUIj88cHSuX7TezJsQGJIRNpCQdMS5nr/preview,pndaMobby,pndaMobby,Info: Easy jump found a long time ago
Forest Flip,Wooded Kingdom,1.5/10,Beginner,Triple,Database,https://drive.google.com/file/d/1nIB6Lw5yJrk2AR0KmSBRF2PMxpbmPMA8/preview,,,
Wall Pass,Bowser's Kingdom,1.5/10,Beginner,"Triple, Spinless",Database,https://drive.google.com/file/d/1ktUgHZr6YsumiUpYuQ6_oNqmBYm-GeZH/preview,,,
Lakitu Island,Lake Kingdom,1.5/10,Beginner,Entity Bounce,Database,https://drive.google.com/file/d/1YvlTnJgkOh65VHHuGFyi8_0Ddepdx1gh/preview,YT_valentin,YT_valentin,
Barrel Climber,Seaside Kingdom,1.5/10,Beginner,,Database,https://drive.google.com/file/d/1IB3KwtW7BiocA8EvWAnyNd4QWeNXtHUZ/preview,Eaglegamer,Eaglegamer,
Obscured Building,Metro Kingdom,1.5/10,Beginner,,Database,https://drive.google.com/file/d/12bJhIHu4cmlqgiDVVDMscpHEQIAHJRLN/preview,PotatoGodOverlord,PotatoGodOverlord,
Breakdown Peak,"Wooded Kingdom, Dark Side",1.5/10,Beginner,"Capless, Triple",Database,https://drive.google.com/file/d/19nW6e9R7Y221vf6zJQd-jXrhRXfkpPrg/preview,,,
E,Sand Kingdom,1.5/10,Beginner,"Vertical, Cap Return Jump, Capless",Database,https://drive.google.com/file/d/1t_K6kiQLepZmc3GdJiNivACzh7o_0nRn/preview,Ninjapugs,Ninjapugs,
Downwards Spirel,Metro Kingdom,1.5/10,Beginner,,Database,https://drive.google.com/file/d/1WOTHDHbrdNkC0EPaOkDyLoOjZq9jPgGG/preview,Mario Man,Mario Man,"After landing on the scooter, you have to drive up to the people and cut the recording before you hit them, just like in the clip!"
Fruity Gap,Dark Side,1.5/10,Beginner,"Longjump, ZG",SMO Trickjumping Server,https://drive.google.com/file/d/1h-lZ9yq3x9DtgQJTX2Df0z_5YoEJtDv8/preview,Eaglegamer,Eaglegamer,
Musical Arena,Bowser's Kingdom,1.5/10,Beginner,,Database,https://drive.google.com/file/d/1Uuja76LaqI76-4FsA16VLNewvFPWfOu0/preview,CorDar,CorDar,"If you see dust particles while triggering the challenge, it doesn't count"
Ocean Twirl,Seaside Kingdom,1.5/10,Beginner,,Database,https://drive.google.com/file/d/1Te7FxOjkT2cboQN8Yr9vrCbt_sjN8cNG/preview,Hivey,Hivey,
Seaside Dram,Seaside Kingdom,1.5/10,Beginner,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/1OiETAA8Xu8RY_k2dMw83iGWCRisNpyq4/preview,,,
High Ledge,Lake Kingdom,1.5/10,Beginner,"Vertical, Cap Return Jump, CB-Less",Database,https://drive.google.com/file/d/1MXwUDBGPpS_GOkXtna06aqUX-NFlDJEM/preview,,,
Cafe Cut,Metro Kingdom,1.5/10,Beginner,,Database,https://drive.google.com/file/d/1LveWIOla4oBDpJKr-NMkR-E75rkZlPez/preview,Nimayn,Nimayn,
Fork Room,Luncheon Kingdom,1.5/10,Beginner,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/1_AAHXG1vhfYWkGQsohi0TKZwTFW3FzEZ/preview,,,"There is an invisible wall covering the left side of the platform, making it only possible on the right. Only full landing is allowed!"
Sky Blocks,Cap Kingdom,1.5/10,Beginner,"Vertical, Triple",SMO Trickjumping Server,https://drive.google.com/file/d/1Aip-sTo652XxObckzhOeHiKyJe-NZmNr/preview,AwesomeAggron,AwesomeAggron,
2-Dimensional Love,Mushroom Kingdom,1.5/10,Beginner,,Database,https://drive.google.com/file/d/1Qh418lyDIGmOGhtsul41Gnx56NmgsNAC/preview,JoniKauf,JoniKauf,
Ancient Bridge Skipper,Cascade Kingdom,1.5/10,Beginner,,Database,https://drive.google.com/file/d/1lzAbN3TAgbO_KVe5iBy0EfT_7Lqham9_/preview,,,
Windy Spin,Snow Kingdom,1.5/10,Beginner,,Database,https://drive.google.com/file/d/1ShhB9vDyYvDL0vdu5G5fuPP7V1cT_Cab/preview,Ident,Ident,
Freezing Toxicity,Snow Kingdom,1.5/10,Beginner,Vault,Database,https://drive.google.com/file/d/1Y3rXRdt6b1Ky9A8uyGYeDK-BfReKNjZo/preview,NiklYoshi,NiklYoshi,
Dragon's Dungeon,Ruined Kingdom,1.5/10,Beginner,"Vault, Simple Tech",Database,https://drive.google.com/file/d/1XUwwid46jMJVmszA76QNJaeX72ewkGJW/preview,CVFD,Eaglegamer,Day #10 of Jumpsmas 2021!
Street Overlook,Metro Kingdom,1.5/10,Beginner,,Database,https://drive.google.com/file/d/1Z5yqAfyV4Kff7eeRHWkZulz0ImXmOS1S/preview,Haven,Haven,
Amiibo Stomper 2.0,Sand Kingdom,1.5/10,Beginner,,Database,https://drive.google.com/file/d/1PVJZIfkWkSsknVzv1wZyWZSKVXpdNcYQ/preview,j03y09_lw,j03y09_lw,
Glydon't,Lost Kingdom,1.5/10,Beginner,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/1VbOlePZhNIjHK-1Sx3Apsq2PaHOuwt43/preview,HelixSnake,HelixSnake,
Bullet Crasher,Wooded Kingdom,1.5/10,Beginner,,Database,https://drive.google.com/file/d/1tswppn0Al4jmuhSnnnQ2M1oQS0yAjt4O/preview,Cakegorl,Cakegorl,
Exploshi Twist,Mushroom Kingdom,1.5/10,Beginner,,Database,https://drive.google.com/file/d/1MljMXHCK6NXD0Pm2b2HEdcCWoNysQw9_/preview,Speedy,Speedy,
Quicksand Ascent,Sand Kingdom,1.5/10,Beginner,"Longjump, Spinless",Database,https://drive.google.com/file/d/1U56JTXm8-M4VL3Sas8f_A90nQmG4yyHB/preview,Speedy,Speedy,How to get Out of Bounds: https://drive.google.com/file/d/1yAGvVtpl3pGw9MOgKsf-oYm1IdCvczk3/preview
Chris Lawson,Lost Kingdom,1.5/10,Beginner,Longjump,Database,https://drive.google.com/file/d/1goulE8IXNIIBfwKZaooz21uu0ea0gFAU/preview,,,
Poison Lake Pillar,Sand Kingdom,1.5/10,Beginner,Vault,Database,https://drive.google.com/file/d/1p65R8foHxloi4dC2uCBhhVSyz_uaj1YN/preview,Walmart Fan,,
Sand Ascension,Sand Kingdom,1.5/10,Beginner,"Vertical, Groundpound Jump",Database,https://drive.google.com/file/d/1e8wGBanv0qL24rh52wqLl65dVFRTXI11/preview,KitsuZZ,KitsuZZ,
Hot Hammer Bro,Moon Kingdom,1.5/10,Beginner,Gold Dram,Database,https://drive.google.com/file/d/1pgiPXnZRhjRgcAmcVNiejYXbzRGw_aJg/preview,Multi_smo,Multi_smo,
Cafe Conundrum,Metro Kingdom,1.5/10,Beginner,Vault,Database,https://drive.google.com/file/d/1YXnowuvbTukLp5ttUUJU-2U6mVmj0m2r/preview,MrMarioOdyssey,MrMarioOdyssey,
Capless Fossil Crosser,Cascade Kingdom,1.5/10,Beginner,"Slow Triple, Capless",Database,https://drive.google.com/file/d/1Gm6_2Tln5BOeO8-4_UXnivPLTzY27bVP/preview,Mr. Mario Odyssey,Mr. Mario Odyssey,
1 2 3 Blast off,Sand Kingdom,1.5/10,Beginner,Triple,Database,https://drive.google.com/file/d/1Pw_A0wvYr4bT_zj-bXAC25gngZhJzNHT/preview,Chrumma,Chrumma,
Tank Bypass,Metro Kingdom,1.5/10,Beginner,Vault,Database,https://drive.google.com/file/d/1VsN50QmGxSEDuHvms0_xUp0kuJQg2xNr/preview,RivaZ,RivaZ,You have to start the vault from where you bonk!
Glassy Leap,Lake Kingdom,1.5/10,Beginner,Longjump,Database,https://drive.google.com/file/d/1pYZ0UDtEQEHqya5MaxG0om_aFqX9Z7v3/preview,,RivaZ,
Me When I,Cascade Kingdom,1.5/10,Beginner,"Entity Bounce, CB-Less",Database,https://drive.google.com/file/d/1XC3Z55Y4vc9Ft0_df3LnS3F9Ff8nEbc2/preview,RivaZ,RivaZ,
TopHat Tower,Mushroom Kingdom,1.5/10,Beginner,Vault,Database,https://drive.google.com/file/d/104QSlSfWV5GAq7KVeWP2h1gc_-8px_T2/preview,,,
Scary Bounce,Mushroom Kingdom,1.5/10,Beginner,"Entity Bounce, Final CT-less",Database,https://drive.google.com/file/d/1VxEb3X4VUx6RXw9wlhWonssTvGBCqV-v/preview,,,
Illuminated boxes,Cap Kingdom,1.5/10,Beginner,Longjump,Database,https://drive.google.com/file/d/1WXNC6u3mU6OVd2X1_T_k1XvGOdhnxb0d/preview,,,
Snowy Wall Beans,Snow Kingdom,1.5/10,Beginner,Vault,Database,https://drive.google.com/file/d/1nY_iv7br0XHdMGDDQGx68Ukh2GqQtpHA/preview,RivaZ,,
Pillar Descent,Sand Kingdom,2/10,Beginner,Vault,Database,https://drive.google.com/file/d/1VkUtNEK61LEggInAAD7VzYFgd7s4Drg6/preview,Firefox,Firefox,
New Toad City,Metro Kingdom,2/10,Beginner,Sky Dram,Database,https://drive.google.com/file/d/1VTX3UeZQ8RdtfDtwyKWfWDNauTylnAvQ/preview,MobbyAshPlayz,MobbyAshPlayz,
Steep Ramp,Bowser's Kingdom,2/10,Beginner,"Single Jump, Vertical",Database,https://drive.google.com/file/d/1x3ukF6M_eaXGu9Fofzc_OmhChtfB7xPQ/preview,Typro,Typro,
Frozen Air Beans,Sand Kingdom,2/10,Beginner,,Database,https://drive.google.com/file/d/1UXrdrBmEDGX8xpHyjQwYVpZo6U9xmGht/preview,Sg197,Sg197,Cappy has to hit the side of the wall for it to count!
